经号,经名,所属藏经,部类,册别,卷数,作译者,时间
I0016,比丘劉僧真等造像記,佛拓,新編部類,1,1卷,顏娟英主編,
I0017,夫蒙文慶造像記,佛拓,新編部類,1,1卷,顏娟英主編,
I0018,張乾度七十人等造像記,佛拓,新編部類,1,1卷,顏娟英主編,
I0019,錡雙胡廿人等造像記,佛拓,新編部類,1,1卷,顏娟英主編,
I0020,袁永等五十人造像記,佛拓,新編部類,1,1卷,顏娟英主編,
I0021,馬鳴寺根法師碑,佛拓,新編部類,1,1卷,顏娟英主編,
I0022,比丘尼統慈慶墓誌銘,佛拓,新編部類,1,1卷,顏娟英主編,
I0023,孫遼浮圖銘,佛拓,新編部類,1,1卷,顏娟英主編,
I0024,仇臣生造像記,佛拓,新編部類,1,1卷,顏娟英主編,
I0025,常煥等造浮圖記,佛拓,新編部類,1,1卷,顏娟英主編,
I0026,蔣伯仙造像記,佛拓,新編部類,1,1卷,顏娟英主編,
I0027,杜善勝合邑七十人造像記,佛拓,新編部類,1,1卷,顏娟英主編,
I0028,大覺寺元尼墓誌銘并序,佛拓,新編部類,1,1卷,顏娟英主編,
I0029,僧智薛鳳規等道俗造像記,佛拓,新編部類,1,1卷,顏娟英主編,
I0030,廣業寺造像碑,佛拓,新編部類,1,1卷,顏娟英主編,
I0031,儁蒙文姬卅一人等造像記,佛拓,新編部類,1,1卷,顏娟英主編,
I0032,大魏故昭玄沙門大統令法師墓誌銘,佛拓,新編部類,1,1卷,顏娟英主編,
I0033,法義兄弟等二百人造像記,佛拓,新編部類,1,1卷,顏娟英主編,
I0034,中岳嵩陽寺碑,佛拓,新編部類,1,1卷,顏娟英主編,
I0035,張法壽息榮遷等造像記,佛拓,新編部類,1,1卷,顏娟英主編,
I0036,安村道俗一百餘人修塔記,佛拓,新編部類,1,1卷,顏娟英主編,
I0037,白實等造中興寺石像記,佛拓,新編部類,1,1卷,顏娟英主編,
I0038,僧演造像記,佛拓,新編部類,1,1卷,顏娟英主編,
I0039,合邑四十人造像記,佛拓,新編部類,1,1卷,顏娟英主編,
I0040,凝禪寺三級浮圖碑,佛拓,新編部類,1,1卷,顏娟英主編,
I0041,敬史君碑,佛拓,新編部類,1,1卷,顏娟英主編,
I0042,巨始光等造像碑,佛拓,新編部類,1,1卷,顏娟英主編,
I0043,李氏合邑造像碑,佛拓,新編部類,1,1卷,顏娟英主編,
I0044,李贊邑等邑義五百餘人造像碑,佛拓,新編部類,1,1卷,顏娟英主編,
I0045,道俗九十人造像記,佛拓,新編部類,1,1卷,顏娟英主編,
I0046,王貳郎法義三百人等造像記,佛拓,新編部類,1,1卷,顏娟英主編,
I0047,朱永隆七十人等造像記,佛拓,新編部類,1,1卷,顏娟英主編,
I0048,報德玉像七佛頌碑,佛拓,新編部類,1,1卷,顏娟英主編,
I0049,杜照賢十三人等造像記,佛拓,新編部類,1,1卷,顏娟英主編,
I0050,陳神姜等造像記,佛拓,新編部類,1,1卷,顏娟英主編,
I0051,邑子七十人等造大道如來記,佛拓,新編部類,1,1卷,顏娟英主編,
I0052,比丘道造像記,佛拓,新編部類,1,1卷,顏娟英主編,
I0053,杜英儁等十四人造像記,佛拓,新編部類,1,1卷,顏娟英主編,
I0054,道俗卅七人造經像記,佛拓,新編部類,1,1卷,顏娟英主編,
I0055,邢多五十人等造像記,佛拓,新編部類,1,1卷,顏娟英主編,
I0056,馬敬賢五十人等造像記,佛拓,新編部類,1,1卷,顏娟英主編,
I0057,葉容等造像記,佛拓,新編部類,1,1卷,顏娟英主編,
I0058,李清造報德像碑,佛拓,新編部類,1,1卷,顏娟英主編,
I0059,郭猛八十人等造塔像記,佛拓,新編部類,1,1卷,顏娟英主編,
I0060,趙郡王高叡定國寺碑,佛拓,新編部類,1,1卷,顏娟英主編,
I0061,趙郡王高叡修定國寺頌,佛拓,新編部類,1,1卷,顏娟英主編,
I0062,靜明等修塔造像記,佛拓,新編部類,1,1卷,顏娟英主編,
I0063,劉碑造像記,佛拓,新編部類,1,1卷,顏娟英主編,
I0064,強獨樂為周文王造像碑,佛拓,新編部類,1,1卷,顏娟英主編,
I0065,宋敬業等造塔記,佛拓,新編部類,1,1卷,顏娟英主編,
I0066,魯思明等造寺記,佛拓,新編部類,1,1卷,顏娟英主編,
I0067,董黃頭七十人等造像記,佛拓,新編部類,1,1卷,顏娟英主編,
I0068,東平郡須昌縣□檀寺造經碑,佛拓,新編部類,1,1卷,顏娟英主編,
I0069,方法師鏤石班經記,佛拓,新編部類,1,1卷,顏娟英主編,
I0070,周大將軍延壽公碑頌,佛拓,新編部類,1,1卷,顏娟英主編,
I0071,陳神忻七十二人等造石室記,佛拓,新編部類,1,1卷,顏娟英主編,
I0072,彭城王高浟修寺碑,佛拓,新編部類,1,1卷,顏娟英主編,
I0073,標異鄉義慈惠石柱頌,佛拓,新編部類,1,1卷,顏娟英主編,
I0074,比丘尼法藏等造像記,佛拓,新編部類,1,1卷,顏娟英主編,
I0075,陳榮等三百餘人造像記,佛拓,新編部類,1,1卷,顏娟英主編,
I0076,阿鹿交村七十人等造石室像記,佛拓,新編部類,1,1卷,顏娟英主編,
I0077,嚴壽等重修故塔記,佛拓,新編部類,1,1卷,顏娟英主編,
I0078,比丘道政四十人等造像記,佛拓,新編部類,1,1卷,顏娟英主編,
I0079,王氏道俗百人造像記,佛拓,新編部類,1,1卷,顏娟英主編,
I0080,郭顯邕等造一切經記,佛拓,新編部類,1,1卷,顏娟英主編,
I0081,雷暉嫗造釋迦像記,佛拓,新編部類,1,1卷,顏娟英主編,
I0082,陳氏合村造像記,佛拓,新編部類,1,1卷,顏娟英主編,
I0083,雷明香造像記,佛拓,新編部類,1,1卷,顏娟英主編,
I0084,宋買廿二人等造天宮石像記,佛拓,新編部類,1,1卷,顏娟英主編,
I0085,韓永義等造像記,佛拓,新編部類,1,1卷,顏娟英主編,
I0086,潘景暉造碑像記,佛拓,新編部類,1,1卷,顏娟英主編,
I0087,棲閑寺邑義六十人造像記,佛拓,新編部類,1,1卷,顏娟英主編,
I0088,劉氏造像記,佛拓,新編部類,1,1卷,顏娟英主編,
I0089,舜禪師等百餘人造像記,佛拓,新編部類,1,1卷,顏娟英主編,
I0090,董洪達四十人等造像記,佛拓,新編部類,1,1卷,顏娟英主編,
I0091,楊暎香等八十人造像記,佛拓,新編部類,1,1卷,顏娟英主編,
I0092,道略等造神碑像記,佛拓,新編部類,1,1卷,顏娟英主編,
I0093,永顯寺道端等三百人造像記,佛拓,新編部類,1,1卷,顏娟英主編,
I0094,興聖寺四十人等造碑像記,佛拓,新編部類,1,1卷,顏娟英主編,
I0095,唐邕刻經記,佛拓,新編部類,1,1卷,顏娟英主編,
I0096,馮翊王高潤修平等寺碑,佛拓,新編部類,1,1卷,顏娟英主編,
I0097,瓽仲義八十人等造像記,佛拓,新編部類,1,1卷,顏娟英主編,
I0098,臨淮王像碑,佛拓,新編部類,1,1卷,顏娟英主編,
I0099,建崇寺浮圖銘,佛拓,新編部類,1,1卷,顏娟英主編,
I0100,比丘尼圓照圓光造雙像記,佛拓,新編部類,1,1卷,顏娟英主編,
JA042,大慧普覺禪師年譜,嘉興藏,禪宗部類,1,1卷,宋 祖詠編　張掄序　宗演跋,宋960~1279
JA123,起信論疏,嘉興藏,論集部類,7,1卷,宋 子璿脩定,宋960~1279
JA158,密雲禪師語錄,嘉興藏,禪宗部類,10,12卷,明 圓悟說　如學等編,明1368~1644
JB005,大方廣佛華嚴經普賢行願品別行疏鈔,嘉興藏,華嚴部類,15,1卷,唐 澄觀別行疏　宗密隨疏鈔,唐618~907
JB044,諸經日誦集要,嘉興藏,經集部類,19,3卷,佚名,
JB047,瑜伽集要燄口施食儀,嘉興藏,密教部類,19,1卷,唐 不空譯　西夏 不動金剛重集　清 受登詮次　有圖像四十,唐618~907
JB048,北京五大部直音會韻,嘉興藏,事彙部類,19,2卷,明 久隱撰,明1368~1644
JB090,續原教論,嘉興藏,禪宗部類,20,2卷,明 沈士榮著,明1368~1644
JB091,道餘錄,嘉興藏,禪宗部類,20,1卷,明 姚廣孝著並序,明1368~1644
JB095,蕅益三頌,嘉興藏,禪宗部類,20,1卷,明 智旭述並序　三頌為華嚴．楞嚴．法華　有偶拈問答及重刻自跋,明1368~1644
JB096,周易禪解,嘉興藏,禪宗部類,20,10卷,明 智旭著,明1368~1644
JB097,天樂鳴空集,嘉興藏,禪宗部類,20,3卷,明 鮑宗肇述　智旭定,明1368~1644
JB098,黃蘗無念禪師復問,嘉興藏,禪宗部類,20,6卷,明 深有撰　明 聞刪定,明1368~1644
JB103,寒山子詩集,嘉興藏,禪宗部類,20,1卷,唐 閭丘胤集並序　明 王宗沐序　附拾得．豐干詩,唐618~907
JB109,大藏一覽,嘉興藏,事彙部類,21,10卷,明 陳實編　姚舜漁重輯,明1368~1644
JB110,護法錄,嘉興藏,禪宗部類,21,10卷,明 宋濂著　袾宏輯　錢謙益訂,明1368~1644
JB116,憨山老人夢遊全集,嘉興藏,禪宗部類,22,5卷,明 德清撰　福善日錄,明1368~1644
JB118,密藏開禪師遺稿,嘉興藏,禪宗部類,23,2卷,明 道開著,明1368~1644
JB120,闢邪集,嘉興藏,禪宗部類,23,1卷,明 鍾始聲著　大朗序　文分天學初徵及天學再徵　附書柬四則,明1368~1644
JB122,醒世錄,嘉興藏,禪宗部類,23,8卷,清 徐昌治輯,清1644~1911
JB125,先覺宗乘,嘉興藏,史傳部類,23,1卷,明 郭凝之編,明1368~1644
JB127,無依道人錄,嘉興藏,禪宗部類,23,2卷,清 徐昌治著　超悟錄　僧鑑序　附疏稿,清1644~1911
JB128,普明禪師牧牛圖頌,嘉興藏,禪宗部類,23,1卷,明 普明原唱　諸方和韻　嚴大參序　清 如念編目,明1368~1644
JB129,牧牛圖頌,嘉興藏,禪宗部類,23,1卷,明 普明原輯　性音續集舊跋　清 納信序　明 袾宏序,明1368~1644
JB134,五家語錄,嘉興藏,禪宗部類,23,2卷,唐 慧然集　明 郭凝之重訂,唐618~907
JB135,石門文字禪,嘉興藏,禪宗部類,23,30卷,宋 德洪著　原書缺　依民國十年常州天寧寺刻本印,宋960~1279
JB137,趙州和尚語錄,嘉興藏,禪宗部類,24,3卷,唐 從諗說　文遠記　大參重校　明聲重刻,唐618~907
JB138,雲門匡真禪師語錄,嘉興藏,禪宗部類,24,3卷,南漢 文偃說　守堅編,南漢917~971
JB154,松隱唯菴然和尚語錄,嘉興藏,禪宗部類,25,3卷,明 德然說　慧省編次,明1368~1644
JB155,無趣老人語錄,嘉興藏,禪宗部類,25,1卷,明 如空說　性沖編,明1368~1644
JB156,無幻禪師語錄,嘉興藏,禪宗部類,25,2卷,明 性沖說　慧廣編集,明1368~1644
JB159,天真毒峰善禪師要語,嘉興藏,禪宗部類,25,1卷,明 本善記　悟深編,明1368~1644
JB163,古庭禪師語錄輯略,嘉興藏,禪宗部類,25,4卷,明 善堅說　各卷首皆題曹溪一滴古庭禪師語錄,明1368~1644
JB164,曹溪一滴,嘉興藏,禪宗部類,25,1卷,明 周理編　附夢語摘要,明1368~1644
JB165,大巍禪師竹室集,嘉興藏,禪宗部類,25,1卷,明 淨倫撰　周理輯　內題曹溪一滴卷六,明1368~1644
JB166,浮山法句,嘉興藏,禪宗部類,25,1卷,明 本智撰　周理輯　內題曹溪一滴卷七　前有明 吳應賓塔銘及王舜鼎夢禪語,明1368~1644
JB167,徹庸和尚谷響集,嘉興藏,禪宗部類,25,1卷,明 徹庸撰　洪如錄　內題曹溪一滴卷八　後附淨土偈一卷,明1368~1644
JB171,天隱和尚語錄,嘉興藏,禪宗部類,25,15卷,明 圓修說　通問等編,明1368~1644
JB173,壽昌無明和尚語錄,嘉興藏,禪宗部類,25,2卷,明 慧經說　元來集,明1368~1644
JB174,天界覺浪盛禪師語錄,嘉興藏,禪宗部類,25,12卷,明 道盛說　大成．大奇等編,明1368~1644
JB175,大溈五峰學禪師語錄,嘉興藏,禪宗部類,25,1卷,明 如學說　清 智海重刻　周堪賡序　有行實,明1368~1644
JB176,大溈密印寺養拙明禪師語錄,嘉興藏,禪宗部類,25,1卷,清 正明說　智海編　通雲序　陶之典序,清1644~1911
JB177,破山禪師語錄,嘉興藏,禪宗部類,26,20卷,清 海明說　印正等編　附年譜　印巒等輯,清1644~1911
JB178,費隱禪師語錄,嘉興藏,禪宗部類,26,14卷,明 通容說　隆琦等編　附紀年錄　行觀．王谷同集,明1368~1644
JB180,天童弘覺忞禪師北遊集,嘉興藏,禪宗部類,26,6卷,清 道忞說　真樸編次,清1644~1911
JB181,布水臺集,嘉興藏,禪宗部類,26,32卷,明 道忞著,明1368~1644
JB182,萬如禪師語錄,嘉興藏,禪宗部類,26,10卷,清 通微說　行猷等編,清1644~1911
JB183,雪竇石奇禪師語錄,嘉興藏,禪宗部類,26,15卷,清 通雲說　行正等編錄,清1644~1911
JB184,牧雲和尚七會語錄,嘉興藏,禪宗部類,26,6卷,清 通門說　行瑋等編,清1644~1911
JB185,浮石禪師語錄,嘉興藏,禪宗部類,26,10卷,明 通賢說　行浚等編,明1368~1644
JB186,林野奇禪師語錄,嘉興藏,禪宗部類,26,8卷,明 通奇說　行謐等編,明1368~1644
JB187,天岸昇禪師語錄,嘉興藏,禪宗部類,26,20卷,清 昇說　元玉等記錄,清1644~1911
JB188,入就瑞白禪師語錄,嘉興藏,禪宗部類,26,18卷,明 明雪說　寂蘊編,明1368~1644
JB189,三宜盂禪師語錄,嘉興藏,禪宗部類,27,11卷,明 明盂說　淨範等編,明1368~1644
JB190,石雨禪師法檀,嘉興藏,禪宗部類,27,20卷,明 明方說　淨柱編,明1368~1644
JB191,象田即念禪師語錄,嘉興藏,禪宗部類,27,4卷,明 淨現說　淨癡等錄,明1368~1644
JB192,大休珠禪師語錄,嘉興藏,禪宗部類,27,12卷,清 珠說　廣熙等錄,清1644~1911
JB193,隱元禪師語錄,嘉興藏,禪宗部類,27,16卷,清 隆琦說　海寧等編,清1644~1911
JB194,昭覺丈雪醉禪師語錄,嘉興藏,禪宗部類,27,10卷,清 通醉說　徹綱等編,清1644~1911
JB196,鴛湖用禪師語錄,嘉興藏,禪宗部類,27,2卷,清 妙用說　悟進．悟元等編,清1644~1911
JB197,博山無異大師語錄集要,嘉興藏,禪宗部類,27,6卷,明 元來說　成正錄　元賢集,明1368~1644
JB198,雪關禪師語錄,嘉興藏,禪宗部類,27,13卷,明 智誾說　成巒等錄　開詗編,明1368~1644
JB199,雪關和尚語錄,嘉興藏,禪宗部類,27,6卷,明 智誾說　傳善輯,明1368~1644
JB200,石霜爾瞻尊禪師語錄,嘉興藏,禪宗部類,27,2卷,清 達尊說　本開等記錄,清1644~1911
JB202,百癡禪師語錄,嘉興藏,禪宗部類,28,30卷,清 元說　超宣等編,清1644~1911
JB203,雲峨喜禪師語錄,嘉興藏,禪宗部類,28,2卷,清 喜說　智恒等編,清1644~1911
JB204,斌雅禪師語錄,嘉興藏,禪宗部類,28,2卷,清 鑑說　海岳記錄,清1644~1911
JB205,介為舟禪師語錄,嘉興藏,禪宗部類,28,10卷,清 行舟說　海鹽．益證等編,清1644~1911
JB206,笑堂和尚語錄,嘉興藏,禪宗部類,28,1卷,清 說　超源等記錄　超晙等編,清1644~1911
JB207,古瓶山牧道者究心錄,嘉興藏,禪宗部類,28,3卷,明 真本說　機峻等編,明1368~1644
JB208,古雪哲禪師語錄,嘉興藏,禪宗部類,28,20卷,明 真哲說　傳我等編,明1368~1644
JB209,永濟融禪師語錄,嘉興藏,禪宗部類,28,2卷,清 融說　師住．妙印等錄,清1644~1911
JB210,伏獅祇園禪師語錄,嘉興藏,禪宗部類,28,2卷,清 行剛（尼）說　授遠．超宿等編,清1644~1911
JB211,季總徹禪師語錄,嘉興藏,禪宗部類,28,4卷,清 徹（尼）說　超祥記錄,清1644~1911
JB212,二隱謐禪師語錄,嘉興藏,禪宗部類,28,10卷,清 謐說　超巨．超秀等編,清1644~1911
JB213,芝巖秀禪師語錄,嘉興藏,禪宗部類,28,2卷,清 秀說　明一等編,清1644~1911
JB214,蕅益大師佛學十種,嘉興藏,禪宗部類,28,2卷,明 智旭著,明1368~1644
JB215,頌古合響集,嘉興藏,禪宗部類,28,1卷,明 徹（尼）．符（尼）合頌　張有譽輯並序,明1368~1644
JB216,絕餘編,嘉興藏,禪宗部類,28,4卷,明 智旭著　圓果錄,明1368~1644
JB218,懶石聆禪師語錄,嘉興藏,禪宗部類,28,4卷,清 聆說　海瑞等錄,清1644~1911
JB219,紫竹林顓愚衡和尚語錄,嘉興藏,禪宗部類,28,20卷,清 觀衡說　正印重編,清1644~1911
JB220,法璽印禪師語錄,嘉興藏,禪宗部類,28,12卷,清 印說　性圓等編,清1644~1911
JB221,楞嚴法璽印禪師語錄,嘉興藏,禪宗部類,28,2卷,清 印說　旋性記錄,清1644~1911
JB222,夔州臥龍字水禪師語錄,嘉興藏,禪宗部類,29,3卷,明 圓䂐說　觀誰等錄,明1368~1644
JB223,山暉禪師語錄,嘉興藏,禪宗部類,29,12卷,清 璧說　如崇等錄　宗上編,清1644~1911
JB224,嵩山野竹禪師錄,嘉興藏,禪宗部類,29,14卷,清 福慧說　宗宏錄　宗上．宗堅仝編,清1644~1911
JB225,鄂州龍光達夫禪師雞肋集,嘉興藏,禪宗部類,29,1卷,清 蘊上說　道汜．道沖等錄,清1644~1911
JB226,頌古鉤鉅,嘉興藏,禪宗部類,29,1卷,清 蘊上頌并跋　蘊宏著語,清1644~1911
JB227,集文字禪,嘉興藏,禪宗部類,29,1卷,清 蘊上著　舒峻極序　杜國柱序,清1644~1911
JB229,法瀾澂禪師語錄,嘉興藏,禪宗部類,29,2卷,清 原澂說　清杲編次,清1644~1911
JB230,天王水鑑海和尚六會錄,嘉興藏,禪宗部類,29,10卷,清 慧海說　原澂等編,清1644~1911
JB231,天王水鑑海和尚五會錄,嘉興藏,禪宗部類,29,6卷,清 慧海說　原澂等編,清1644~1911
JB232,天王水鑑海和尚住金粟語錄,嘉興藏,禪宗部類,29,3卷,清 慧海說　原澂．原上等編,清1644~1911
JB233,介菴進禪師語錄,嘉興藏,禪宗部類,29,10卷,清 悟進說　真理等編　附源流頌,清1644~1911
JB234,一初元禪師語錄,嘉興藏,禪宗部類,29,2卷,清 元說　真開．真智等編,清1644~1911
JB235,蓮月禪師語錄,嘉興藏,禪宗部類,29,6卷,清 道正說　性容等錄,清1644~1911
JB236,玉泉蓮月正禪師語錄,嘉興藏,禪宗部類,29,2卷,清 道正說　發慧等錄,清1644~1911
JB237,月幢了禪師語錄,嘉興藏,禪宗部類,29,4卷,清 了說　達最等編,清1644~1911
JB238,聚雲吹萬真禪師語錄,嘉興藏,禪宗部類,29,3卷,明 廣真說　燈來編,明1368~1644
JB239,吹萬禪師語錄,嘉興藏,禪宗部類,29,20卷,明 廣真說　燈來重編,明1368~1644
JB240,慶忠鐵壁機禪師語錄,嘉興藏,禪宗部類,29,3卷,明 慧機說　燈來編,明1368~1644
JB241,慶忠鐵壁機禪師語錄,嘉興藏,禪宗部類,29,20卷,明 慧機說　幻敏重編,明1368~1644
JB242,鐵眉三巴掌禪師語錄,嘉興藏,禪宗部類,29,1卷,明 鐵眉號三巴掌說　性養．性亮同編,明1368~1644
JB243,耳庵嵩禪師語錄,嘉興藏,禪宗部類,29,1卷,清 嵩說　性愷編　徐善序　有附記,清1644~1911
JB244,三山來禪師語錄,嘉興藏,禪宗部類,29,16卷,清 燈來說　普定編,清1644~1911
JB245,高峰三山來禪師年譜,嘉興藏,禪宗部類,29,1卷,清 性統編　至善序,清1644~1911
JB246,嘉興退菴斷愚智禪師語錄,嘉興藏,禪宗部類,29,2卷,清 智說　機輪等編,清1644~1911
JB247,普光坦菴禪師語錄,嘉興藏,禪宗部類,29,1卷,清 機峻說　全弘錄　羅開麟序,清1644~1911
JB248,達變權禪師語錄,嘉興藏,禪宗部類,29,5卷,清 顯權說　海澂錄,清1644~1911
JB249,方融璽禪師語錄,嘉興藏,禪宗部類,29,3卷,清 如璽說　興林等編　附淨土詩,清1644~1911
JB259,怡山禮佛發願文略釋,嘉興藏,禪宗部類,30,1卷,清 書玉略釋並序跋　有事義,清1644~1911
